"cust","prod","day","month","year","state","quant","date","credit"
"Boo","Jelly",21,8,2020,"NY",249,"2020-08-21",True
"Mia","Ham",29,4,2019,"CT",416,"2019-04-29",True
"Claire","Jelly",30,8,2019,"NJ",293,"2019-08-30",False
"Helen","Grapes",1,1,2018,"PA",944,"2018-01-01",False
"Emily","Cherry",26,12,2017,"CT",660,"2017-12-26",False
"Chae","Apple",11,2,2020,"CT",943,"2020-02-11",True
"Wally","Dates",28,10,2019,"PA",222,"2019-10-28",False
"Claire","Ham",24,3,2018,"PA",527,"2018-03-24",True
"Helen","Ham",30,8,2017,"PA",251,"2017-08-30",True
"Claire","Grapes",19,10,2016,"NY",435,"2016-10-19",True
"Mia","Butter",3,7,2016,"NY",742,"2016-07-03",False
"Wally","Butter",23,7,2020,"NJ",847,"2020-07-23",False
"Mia","Grapes",20,5,2017,"NJ",153,"2017-05-20",True
"Sam","Fish",9,6,2020,"NY",378,"2020-06-09",True
"Emily","Cherry",22,3,2016,"NY",335,"2016-03-22",False
"Boo","Eggs",14,9,2017,"PA",92,"2017-09-14",False
"Emily","Cherry",23,10,2018,"NY",504,"2018-10-23",False
"Emily","Eggs",17,11,2018,"NY",210,"2018-11-17",False
"Claire","Butter",16,8,2019,"CT",704,"2019-08-16",True
"Chae","Dates",12,9,2018,"PA",699,"2018-09-12",True
"Boo","Eggs",26,3,2020,"CT",480,"2020-03-26",False
"Boo","Jelly",28,5,2018,"NJ",167,"2018-05-28",True
"Helen","Fish",11,10,2019,"NJ",963,"2019-10-11",True
"Chae","Butter",16,11,2016,"CT",575,"2016-11-16",False
"Claire","Butter",27,2,2019,"NY",371,"2019-02-27",True
"Dan","Eggs",2,6,2020,"CT",674,"2020-06-02",True
"Helen","Butter",31,3,2016,"PA",613,"2016-03-31",False
"Wally","Ham",1,2,2018,"NY",832,"2018-02-01",False
"Claire","Ice",1,4,2016,"PA",123,"2016-04-01",False
"Wally","Fish",12,2,2017,"PA",360,"2017-02-12",True
"Mia","Grapes",30,8,2018,"NJ",641,"2018-08-30",True
"Dan","Butter",19,5,2019,"CT",207,"2019-05-19",False
"Claire","Butter",8,8,2020,"NY",883,"2020-08-08",True
"Sam","Dates",4,6,2018,"NY",683,"2018-06-04",True
"Wally","Apple",5,3,2020,"CT",222,"2020-03-05",True
"Emily","Fish",9,12,2020,"NY",800,"2020-12-09",True
"Helen","Fish",29,3,2017,"PA",391,"2017-03-29",True
"Helen","Ice",15,5,2017,"NJ",3,"2017-05-15",True
"Emily","Ice",26,10,2016,"NJ",28,"2016-10-26",True
"Claire","Butter",10,5,2020,"CT",44,"2020-05-10",False
"Dan","Apple",17,9,2019,"NJ",907,"2019-09-17",True
"Emily","Apple",16,10,2017,"CT",706,"2017-10-16",False
"Emily","Ham",18,6,2016,"CT",440,"2016-06-18",False
"Emily","Ham",4,3,2020,"NY",39,"2020-03-04",True
"Helen","Fish",3,2,2020,"NJ",718,"2020-02-03",True
"Mia","Jelly",18,6,2017,"PA",616,"2017-06-18",True
"Boo","Jelly",28,11,2020,"CT",520,"2020-11-28",True
"Boo","Apple",10,2,2016,"NJ",361,"2016-02-10",False
"Helen","Apple",14,10,2016,"PA",753,"2016-10-14",True
"Mia","Ice",8,8,2019,"NY",465,"2019-08-08",True
"Dan","Ice",22,7,2019,"NY",966,"2019-07-22",True
"Chae","Cherry",18,7,2017,"PA",201,"2017-07-18",True
"Wally","Fish",1,2,2018,"NY",766,"2018-02-01",False
"Sam","Ham",31,5,2018,"CT",342,"2018-05-31",False
"Chae","Apple",15,3,2018,"PA",553,"2018-03-15",False
"Wally","Jelly",24,10,2018,"NJ",327,"2018-10-24",False
"Boo","Cherry",20,7,2018,"CT",774,"2018-07-20",True
"Dan","Ham",1,5,2018,"NY",489,"2018-05-01",False
"Helen","Ice",19,10,2020,"CT",306,"2020-10-19",False
"Dan","Cherry",13,3,2020,"CT",546,"2020-03-13",False
"Helen","Eggs",17,5,2017,"NY",104,"2017-05-17",True
"Sam","Fish",19,8,2020,"CT",212,"2020-08-19",True
"Boo","Butter",3,4,2020,"CT",488,"2020-04-03",True
"Mia","Ice",27,7,2017,"CT",865,"2017-07-27",True
"Emily","Fish",17,5,2020,"CT",301,"2020-05-17",True
"Wally","Jelly",1,12,2019,"NJ",984,"2019-12-01",True
"Sam","Grapes",12,10,2019,"NJ",415,"2019-10-12",True
"Claire","Jelly",20,4,2017,"CT",495,"2017-04-20",False
"Wally","Ham",27,4,2018,"NJ",623,"2018-04-27",True
"Wally","Dates",13,4,2017,"PA",596,"2017-04-13",False
"Wally","Butter",6,1,2020,"CT",89,"2020-01-06",True
"Wally","Eggs",18,12,2019,"NY",141,"2019-12-18",True
"Mia","Apple",18,9,2020,"NY",141,"2020-09-18",False
"Mia","Eggs",9,1,2019,"CT",702,"2019-01-09",True
"Emily","Fish",29,4,2020,"PA",866,"2020-04-29",False
"Chae","Grapes",12,5,2017,"NJ",505,"2017-05-12",False
"Mia","Grapes",29,5,2019,"NY",874,"2019-05-29",False
"Emily","Fish",19,1,2020,"NJ",717,"2020-01-19",True
"Dan","Dates",21,7,2017,"PA",714,"2017-07-21",True
"Boo","Apple",9,1,2017,"NY",399,"2017-01-09",False
"Sam","Grapes",19,9,2020,"PA",119,"2020-09-19",True
"Chae","Dates",29,5,2018,"NY",583,"2018-05-29",False
"Sam","Ice",1,11,2020,"NY",510,"2020-11-01",False
"Sam","Ham",29,10,2016,"PA",258,"2016-10-29",True
"Emily","Apple",16,4,2019,"CT",725,"2019-04-16",True
"Wally","Dates",19,1,2018,"PA",676,"2018-01-19",True
"Sam","Cherry",14,5,2019,"PA",483,"2019-05-14",True
"Emily","Apple",12,9,2016,"PA",294,"2016-09-12",False
"Dan","Ice",12,9,2017,"NJ",393,"2017-09-12",False
"Sam","Butter",11,3,2016,"NJ",696,"2016-03-11",True
"Claire","Grapes",24,1,2018,"CT",213,"2018-01-24",True
"Dan","Apple",21,1,2018,"NJ",1000,"2018-01-21",True
"Chae","Ice",29,5,2016,"NJ",366,"2016-05-29",False
"Sam","Apple",19,11,2018,"NJ",983,"2018-11-19",False
"Sam","Eggs",13,8,2020,"CT",330,"2020-08-13",True
"Mia","Cherry",5,6,2017,"PA",559,"2017-06-05",False
"Emily","Eggs",10,11,2019,"CT",401,"2019-11-10",False
"Chae","Eggs",18,8,2018,"NY",527,"2018-08-18",True
"Wally","Fish",29,6,2020,"PA",521,"2020-06-29",True
"Chae","Apple",30,4,2016,"PA",287,"2016-04-30",False
"Emily","Cherry",15,12,2017,"NJ",45,"2017-12-15",True
"Wally","Apple",24,10,2020,"PA",942,"2020-10-24",True
"Chae","Ice",26,5,2018,"NJ",418,"2018-05-26",True
"Claire","Grapes",26,1,2020,"NJ",519,"2020-01-26",False
"Helen","Fish",17,5,2019,"CT",556,"2019-05-17",True
"Boo","Apple",28,7,2016,"NJ",869,"2016-07-28",False
"Chae","Eggs",11,9,2016,"CT",460,"2016-09-11",False
"Chae","Ice",5,4,2019,"CT",492,"2019-04-05",True
"Dan","Butter",15,2,2016,"NJ",238,"2016-02-15",True
"Sam","Fish",31,10,2019,"NY",552,"2019-10-31",False
"Wally","Eggs",7,2,2018,"NY",518,"2018-02-07",False
"Boo","Fish",11,10,2016,"NJ",131,"2016-10-11",False
"Chae","Cherry",11,10,2020,"PA",679,"2020-10-11",True
"Emily","Butter",16,11,2020,"CT",150,"2020-11-16",True
"Emily","Jelly",3,3,2020,"CT",399,"2020-03-03",True
"Helen","Eggs",16,5,2020,"PA",373,"2020-05-16",True
"Emily","Ham",19,6,2017,"NJ",581,"2017-06-19",True
"Helen","Fish",6,11,2019,"PA",212,"2019-11-06",False
"Wally","Fish",14,3,2016,"CT",567,"2016-03-14",False
"Chae","Butter",27,8,2019,"NJ",961,"2019-08-27",True
"Mia","Grapes",30,7,2016,"NY",193,"2016-07-30",False
"Helen","Jelly",24,1,2016,"NJ",654,"2016-01-24",False
"Chae","Ham",9,2,2020,"NJ",742,"2020-02-09",False
"Wally","Ice",14,4,2019,"NJ",452,"2019-04-14",False
"Helen","Ham",30,6,2020,"NJ",434,"2020-06-30",True
"Chae","Cherry",15,8,2016,"NY",12,"2016-08-15",False
"Sam","Fish",19,4,2016,"CT",600,"2016-04-19",True
"Dan","Fish",15,2,2020,"NJ",972,"2020-02-15",False
"Dan","Ice",14,7,2018,"CT",697,"2018-07-14",False
"Claire","Butter",1,1,2016,"CT",474,"2016-01-01",True
"Helen","Grapes",27,8,2019,"PA",412,"2019-08-27",True
"Wally","Apple",22,4,2018,"CT",252,"2018-04-22",False
"Mia","Ham",10,12,2017,"NY",371,"2017-12-10",False
"Mia","Eggs",20,9,2017,"PA",879,"2017-09-20",False
"Chae","Apple",10,9,2020,"NY",457,"2020-09-10",False
"Boo","Fish",31,8,2020,"NJ",580,"2020-08-31",False
"Boo","Grapes",14,6,2017,"NJ",517,"2017-06-14",False
"Dan","Butter",4,8,2020,"NY",699,"2020-08-04",False
"Dan","Dates",24,4,2020,"NY",14,"2020-04-24",True
"Mia","Butter",7,1,2018,"NY",284,"2018-01-07",True
"Dan","Fish",17,2,2020,"NY",669,"2020-02-17",True
"Boo","Cherry",10,12,2018,"PA",159,"2018-12-10",False
"Emily","Dates",3,4,2019,"NJ",661,"2019-04-03",True
"Wally","Jelly",1,2,2017,"PA",824,"2017-02-01",True
"Boo","Apple",9,4,2017,"PA",213,"2017-04-09",True
"Sam","Fish",18,12,2016,"NY",152,"2016-12-18",False
"Dan","Apple",16,3,2016,"PA",333,"2016-03-16",True
"Helen","Jelly",8,2,2016,"CT",842,"2016-02-08",False
"Emily","Dates",2,2,2020,"PA",254,"2020-02-02",False
"Boo","Jelly",4,1,2016,"NY",739,"2016-01-04",True
"Wally","Eggs",9,6,2018,"NY",268,"2018-06-09",True
"Wally","Butter",21,12,2016,"CT",34,"2016-12-21",False
"Boo","Butter",8,6,2019,"PA",500,"2019-06-08",True
"Wally","Butter",22,7,2018,"CT",351,"2018-07-22",False
"Sam","Dates",22,5,2019,"CT",266,"2019-05-22",True
"Boo","Ice",20,5,2016,"PA",73,"2016-05-20",False
"Emily","Jelly",17,11,2017,"CT",92,"2017-11-17",False
"Helen","Grapes",27,10,2018,"CT",174,"2018-10-27",False
"Sam","Jelly",4,12,2016,"CT",115,"2016-12-04",False
"Chae","Grapes",31,1,2018,"NJ",520,"2018-01-31",False
"Sam","Butter",2,3,2020,"NY",474,"2020-03-02",False
"Dan","Fish",13,4,2017,"NY",263,"2017-04-13",True
"Sam","Grapes",24,10,2020,"PA",663,"2020-10-24",False
"Dan","Grapes",3,6,2017,"NJ",53,"2017-06-03",True
"Boo","Grapes",1,10,2017,"CT",84,"2017-10-01",True
"Dan","Ham",13,7,2019,"NY",967,"2019-07-13",True
"Chae","Apple",27,1,2017,"PA",831,"2017-01-27",False
"Wally","Butter",4,5,2019,"CT",480,"2019-05-04",True
"Chae","Fish",2,12,2019,"NY",768,"2019-12-02",True
"Dan","Cherry",12,2,2017,"PA",512,"2017-02-12",True
"Dan","Butter",23,8,2019,"NJ",912,"2019-08-23",True
"Mia","Dates",20,1,2017,"NJ",703,"2017-01-20",False
"Wally","Ice",8,10,2019,"NY",516,"2019-10-08",False
"Claire","Grapes",28,7,2017,"PA",336,"2017-07-28",True
"Chae","Ham",8,12,2018,"NY",850,"2018-12-08",True
"Emily","Dates",21,3,2020,"NY",54,"2020-03-21",False
"Emily","Dates",8,11,2018,"PA",204,"2018-11-08",False
"Emily","Fish",22,1,2017,"CT",379,"2017-01-22",False
"Mia","Eggs",13,3,2019,"NY",560,"2019-03-13",False
"Helen","Ice",17,4,2020,"PA",357,"2020-04-17",False
"Sam","Apple",6,6,2019,"NY",171,"2019-06-06",False
"Boo","Jelly",26,8,2017,"PA",840,"2017-08-26",False
"Sam","Ham",28,9,2020,"PA",860,"2020-09-28",False
"Boo","Fish",24,12,2018,"NJ",859,"2018-12-24",True
"Dan","Dates",23,5,2020,"NY",992,"2020-05-23",True
"Claire","Butter",7,3,2018,"NJ",826,"2018-03-07",False
"Wally","Eggs",28,10,2018,"NJ",245,"2018-10-28",True
"Claire","Fish",8,9,2016,"CT",764,"2016-09-08",True
"Sam","Grapes",15,3,2020,"NJ",165,"2020-03-15",True
"Chae","Ice",19,11,2019,"CT",859,"2019-11-19",False
"Emily","Jelly",24,1,2018,"NY",665,"2018-01-24",True
"Wally","Ice",19,5,2017,"PA",823,"2017-05-19",False
"Helen","Dates",22,2,2020,"NY",987,"2020-02-22",False
"Wally","Cherry",5,6,2019,"NJ",449,"2019-06-05",True
"Mia","Cherry",8,3,2016,"NJ",300,"2016-03-08",True
"Emily","Jelly",15,8,2020,"PA",20,"2020-08-15",True
"Wally","Grapes",4,3,2019,"CT",470,"2019-03-04",True
"Dan","Dates",8,5,2018,"PA",49,"2018-05-08",False
"Helen","Grapes",26,3,2018,"CT",382,"2018-03-26",False
"Dan","Ham",23,10,2020,"NY",839,"2020-10-23",True
"Boo","Ham",18,2,2018,"CT",470,"2018-02-18",True
"Chae","Ice",28,7,2017,"PA",162,"2017-07-28",False
"Chae","Ice",14,8,2017,"CT",300,"2017-08-14",True
"Dan","Apple",9,2,2020,"PA",658,"2020-02-09",True
"Chae","Jelly",30,6,2020,"NY",914,"2020-06-30",False
"Sam","Butter",13,9,2020,"NJ",6,"2020-09-13",True
"Sam","Jelly",21,11,2019,"NJ",529,"2019-11-21",True
"Sam","Butter",11,6,2017,"CT",118,"2017-06-11",True
"Chae","Ham",9,5,2016,"NJ",456,"2016-05-09",False
"Emily","Ice",18,6,2017,"NJ",924,"2017-06-18",True
"Helen","Ice",20,10,2020,"NY",86,"2020-10-20",False
"Mia","Jelly",2,1,2019,"NJ",563,"2019-01-02",True
"Mia","Cherry",29,5,2020,"NJ",262,"2020-05-29",False
"Emily","Grapes",6,1,2020,"NY",864,"2020-01-06",False
"Sam","Jelly",2,5,2019,"NY",461,"2019-05-02",True
"Emily","Ham",12,8,2020,"NY",155,"2020-08-12",False
"Claire","Apple",26,1,2019,"NY",314,"2019-01-26",True
"Dan","Apple",11,1,2018,"CT",537,"2018-01-11",False
"Boo","Eggs",18,12,2020,"NJ",467,"2020-12-18",False
"Chae","Ham",16,2,2019,"PA",400,"2019-02-16",True
"Chae","Cherry",9,10,2018,"PA",584,"2018-10-09",False
"Mia","Dates",13,8,2018,"CT",401,"2018-08-13",True
"Helen","Eggs",28,4,2018,"NJ",19,"2018-04-28",True
"Mia","Ham",17,7,2016,"PA",447,"2016-07-17",False
"Sam","Jelly",22,7,2018,"NY",57,"2018-07-22",False
"Emily","Dates",29,10,2019,"NJ",579,"2019-10-29",True
"Claire","Ice",24,12,2016,"NY",960,"2016-12-24",False
"Emily","Dates",8,3,2020,"NJ",467,"2020-03-08",False
"Emily","Ice",6,10,2018,"CT",64,"2018-10-06",True
"Sam","Ham",18,8,2017,"PA",60,"2017-08-18",False
"Claire","Apple",24,3,2019,"CT",838,"2019-03-24",True
"Mia","Eggs",26,12,2017,"NY",327,"2017-12-26",False
"Emily","Ice",29,9,2016,"PA",26,"2016-09-29",False
"Helen","Dates",30,1,2017,"PA",773,"2017-01-30",False
"Wally","Apple",2,3,2017,"NJ",837,"2017-03-02",False
"Emily","Dates",26,11,2019,"CT",874,"2019-11-26",False
"Chae","Cherry",12,3,2020,"NY",52,"2020-03-12",True
"Boo","Jelly",22,2,2019,"PA",591,"2019-02-22",True
"Emily","Cherry",28,10,2018,"NY",317,"2018-10-28",False
"Dan","Grapes",6,4,2016,"CT",960,"2016-04-06",True
"Chae","Jelly",28,11,2016,"PA",49,"2016-11-28",True
"Helen","Cherry",16,2,2018,"CT",436,"2018-02-16",True
"Sam","Dates",2,9,2018,"NJ",722,"2018-09-02",False
"Emily","Apple",15,9,2017,"NY",688,"2017-09-15",False
"Dan","Eggs",7,5,2019,"CT",226,"2019-05-07",True
"Wally","Apple",28,1,2016,"NY",916,"2016-01-28",False
"Boo","Butter",3,10,2017,"PA",352,"2017-10-03",False
"Chae","Ham",31,8,2017,"NJ",782,"2017-08-31",False
"Boo","Dates",4,6,2019,"NY",674,"2019-06-04",False
"Dan","Jelly",27,7,2016,"PA",194,"2016-07-27",True
"Mia","Jelly",15,10,2020,"NY",257,"2020-10-15",True
"Claire","Grapes",18,4,2018,"NJ",217,"2018-04-18",True
"Helen","Dates",8,3,2018,"CT",711,"2018-03-08",False
"Helen","Dates",28,2,2017,"NY",731,"2017-02-28",False
"Boo","Fish",2,2,2016,"NY",336,"2016-02-02",True
"Boo","Dates",22,9,2018,"NY",110,"2018-09-22",True
"Emily","Ice",18,7,2016,"NJ",404,"2016-07-18",True
"Sam","Ice",15,4,2019,"CT",178,"2019-04-15",True
"Emily","Apple",6,9,2020,"PA",926,"2020-09-06",True
"Helen","Butter",17,3,2016,"PA",31,"2016-03-17",False
"Mia","Dates",30,12,2018,"NJ",56,"2018-12-30",False
"Dan","Butter",2,2,2019,"CT",464,"2019-02-02",False
"Chae","Cherry",11,8,2016,"NY",894,"2016-08-11",False
"Chae","Ice",14,7,2019,"NJ",318,"2019-07-14",True
"Sam","Butter",14,6,2020,"CT",943,"2020-06-14",False
"Chae","Fish",15,9,2018,"NY",366,"2018-09-15",True
"Claire","Apple",23,8,2019,"NJ",680,"2019-08-23",False
"Wally","Ham",13,5,2016,"NY",660,"2016-05-13",True
"Mia","Cherry",3,10,2016,"CT",225,"2016-10-03",False
"Emily","Fish",22,6,2017,"NJ",137,"2017-06-22",False
"Mia","Fish",26,1,2018,"NJ",972,"2018-01-26",True
"Dan","Apple",26,3,2016,"PA",313,"2016-03-26",True
"Emily","Dates",12,6,2016,"PA",371,"2016-06-12",True
"Boo","Cherry",11,12,2016,"NY",530,"2016-12-11",True
"Chae","Jelly",20,10,2016,"NJ",964,"2016-10-20",False
"Wally","Eggs",12,11,2020,"PA",714,"2020-11-12",True
"Claire","Jelly",15,11,2020,"NJ",849,"2020-11-15",True
"Sam","Ice",7,6,2017,"CT",399,"2017-06-07",True
"Boo","Fish",11,6,2017,"NJ",163,"2017-06-11",True
"Claire","Butter",31,7,2019,"PA",719,"2019-07-31",True
"Helen","Ham",6,5,2019,"NJ",622,"2019-05-06",False
"Wally","Eggs",29,7,2016,"CT",547,"2016-07-29",False
"Dan","Fish",5,12,2018,"NY",590,"2018-12-05",True
"Helen","Apple",17,6,2016,"PA",239,"2016-06-17",False
"Sam","Ham",26,5,2019,"PA",667,"2019-05-26",False
"Boo","Grapes",28,10,2017,"PA",751,"2017-10-28",True
"Mia","Jelly",10,4,2020,"NJ",847,"2020-04-10",True
"Emily","Grapes",31,3,2017,"NJ",502,"2017-03-31",True
"Claire","Apple",27,11,2017,"NY",384,"2017-11-27",False
"Claire","Grapes",24,8,2017,"NY",713,"2017-08-24",True
"Sam","Butter",29,12,2016,"CT",966,"2016-12-29",False
"Mia","Eggs",22,4,2017,"NJ",599,"2017-04-22",True
"Dan","Ham",8,8,2017,"NJ",799,"2017-08-08",False
"Wally","Cherry",25,12,2016,"NY",188,"2016-12-25",False
"Helen","Butter",19,8,2017,"NY",503,"2017-08-19",True
"Sam","Eggs",3,8,2017,"PA",928,"2017-08-03",False
"Wally","Grapes",15,4,2017,"CT",558,"2017-04-15",True
"Claire","Eggs",1,6,2016,"PA",704,"2016-06-01",True
"Claire","Dates",31,5,2016,"NY",471,"2016-05-31",True
"Emily","Ham",10,5,2019,"CT",192,"2019-05-10",True
"Dan","Eggs",5,10,2019,"PA",236,"2019-10-05",False
"Sam","Ham",14,8,2018,"NJ",909,"2018-08-14",True
"Boo","Cherry",13,7,2018,"NJ",162,"2018-07-13",True
"Mia","Fish",5,11,2019,"CT",420,"2019-11-05",False
"Claire","Cherry",1,3,2018,"NJ",335,"2018-03-01",False
"Wally","Dates",8,12,2018,"CT",900,"2018-12-08",True
"Claire","Apple",18,5,2018,"NJ",826,"2018-05-18",False
"Chae","Butter",17,10,2020,"PA",332,"2020-10-17",True
"Chae","Apple",20,8,2019,"PA",220,"2019-08-20",True
"Chae","Fish",28,12,2020,"PA",413,"2020-12-28",True
"Chae","Butter",21,8,2018,"NY",972,"2018-08-21",False
"Chae","Ice",17,2,2017,"CT",606,"2017-02-17",True
"Emily","Eggs",19,3,2018,"CT",228,"2018-03-19",True
"Helen","Grapes",13,9,2017,"NY",729,"2017-09-13",True
"Emily","Ham",23,11,2016,"PA",670,"2016-11-23",True
"Mia","Ham",21,2,2020,"NJ",565,"2020-02-21",False
"Chae","Ham",4,1,2016,"NY",208,"2016-01-04",True
"Boo","Eggs",11,12,2016,"CT",128,"2016-12-11",False
"Chae","Jelly",5,2,2017,"CT",490,"2017-02-05",True
"Emily","Butter",25,2,2017,"NJ",737,"2017-02-25",False
"Helen","Apple",25,8,2020,"PA",715,"2020-08-25",True
"Dan","Dates",2,1,2019,"NJ",697,"2019-01-02",True
"Boo","Eggs",21,3,2016,"NY",168,"2016-03-21",False
"Helen","Dates",18,5,2017,"NY",236,"2017-05-18",True
"Chae","Dates",12,11,2016,"CT",226,"2016-11-12",False
"Emily","Butter",4,1,2016,"CT",436,"2016-01-04",True
"Dan","Dates",11,6,2018,"NJ",232,"2018-06-11",False
"Dan","Apple",8,6,2019,"CT",884,"2019-06-08",False
"Dan","Cherry",16,1,2017,"CT",141,"2017-01-16",False
"Sam","Eggs",13,9,2016,"CT",725,"2016-09-13",True
"Helen","Cherry",14,5,2020,"PA",920,"2020-05-14",False
"Emily","Jelly",10,8,2019,"NY",397,"2019-08-10",True
"Mia","Cherry",1,7,2017,"PA",6,"2017-07-01",False
"Sam","Eggs",15,1,2020,"NY",305,"2020-01-15",True
"Chae","Grapes",11,12,2018,"PA",71,"2018-12-11",False
"Emily","Ham",2,7,2017,"CT",340,"2017-07-02",False
"Wally","Grapes",24,9,2018,"NY",63,"2018-09-24",False
"Sam","Cherry",4,2,2017,"PA",113,"2017-02-04",True
"Helen","Dates",1,2,2019,"NJ",349,"2019-02-01",False
"Sam","Dates",13,5,2019,"NJ",35,"2019-05-13",False
"Helen","Cherry",15,10,2018,"CT",589,"2018-10-15",True
"Boo","Jelly",26,11,2019,"NY",3,"2019-11-26",True
"Claire","Grapes",29,6,2020,"PA",333,"2020-06-29",False
"Helen","Grapes",18,9,2020,"NJ",822,"2020-09-18",False
"Sam","Apple",16,10,2018,"NJ",516,"2018-10-16",False
"Wally","Eggs",28,2,2016,"PA",786,"2016-02-28",True
"Boo","Grapes",30,6,2020,"PA",384,"2020-06-30",True
"Mia","Butter",29,11,2020,"PA",571,"2020-11-29",False
"Mia","Dates",29,11,2017,"CT",950,"2017-11-29",True
"Mia","Eggs",28,6,2020,"CT",858,"2020-06-28",True
"Dan","Ice",23,8,2019,"PA",642,"2019-08-23",True
"Boo","Fish",23,7,2019,"NY",269,"2019-07-23",False
"Wally","Ham",3,4,2020,"NJ",506,"2020-04-03",False
"Emily","Grapes",7,10,2018,"CT",463,"2018-10-07",True
"Emily","Jelly",6,12,2019,"CT",874,"2019-12-06",False
"Sam","Jelly",3,1,2016,"CT",323,"2016-01-03",True
"Chae","Grapes",23,11,2020,"PA",636,"2020-11-23",False
"Mia","Butter",26,2,2018,"NY",761,"2018-02-26",True
"Boo","Ham",5,3,2017,"CT",444,"2017-03-05",True
"Emily","Ham",25,5,2017,"PA",360,"2017-05-25",True
"Sam","Fish",11,10,2018,"NY",374,"2018-10-11",True
"Boo","Ice",16,6,2017,"CT",419,"2017-06-16",False
"Sam","Butter",11,11,2019,"CT",289,"2019-11-11",False
"Claire","Butter",17,12,2019,"NY",681,"2019-12-17",True
"Sam","Eggs",1,3,2018,"CT",740,"2018-03-01",False
"Wally","Butter",10,11,2020,"NY",217,"2020-11-10",True
"Sam","Dates",29,6,2016,"PA",582,"2016-06-29",True
"Emily","Apple",3,2,2019,"PA",677,"2019-02-03",True
"Chae","Jelly",3,11,2020,"CT",968,"2020-11-03",True
"Mia","Butter",21,10,2017,"CT",548,"2017-10-21",False
"Wally","Eggs",8,1,2017,"NJ",455,"2017-01-08",False
"Emily","Fish",26,10,2020,"NJ",415,"2020-10-26",True
"Mia","Cherry",18,2,2017,"NJ",25,"2017-02-18",True
"Wally","Ice",15,8,2018,"NJ",211,"2018-08-15",False
"Boo","Fish",10,8,2016,"NJ",484,"2016-08-10",False
"Helen","Fish",13,2,2020,"CT",13,"2020-02-13",True
"Chae","Cherry",30,6,2018,"NY",551,"2018-06-30",False
"Dan","Ice",2,9,2018,"NJ",206,"2018-09-02",False
"Helen","Apple",23,8,2020,"CT",847,"2020-08-23",False
"Boo","Jelly",15,10,2020,"NJ",504,"2020-10-15",False
"Emily","Ham",2,1,2018,"NY",5,"2018-01-02",False
"Mia","Jelly",19,8,2016,"PA",81,"2016-08-19",True
"Emily","Ham",25,8,2019,"CT",354,"2019-08-25",False
"Claire","Fish",2,8,2019,"PA",961,"2019-08-02",True
"Mia","Apple",7,2,2017,"CT",443,"2017-02-07",True
"Helen","Ice",22,4,2016,"NY",979,"2016-04-22",False
"Mia","Ham",19,4,2016,"PA",228,"2016-04-19",True
"Emily","Apple",18,2,2019,"NY",866,"2019-02-18",True
"Chae","Fish",11,10,2018,"NJ",227,"2018-10-11",True
"Wally","Grapes",19,9,2020,"NJ",417,"2020-09-19",False
"Mia","Cherry",30,11,2019,"NY",713,"2019-11-30",False
"Wally","Ice",14,5,2020,"CT",790,"2020-05-14",False
"Helen","Ice",25,8,2018,"NJ",715,"2018-08-25",False
"Claire","Apple",5,12,2019,"NY",751,"2019-12-05",True
"Chae","Eggs",1,12,2016,"NY",132,"2016-12-01",False
"Sam","Fish",29,1,2016,"CT",291,"2016-01-29",True
"Dan","Ice",16,11,2020,"NY",569,"2020-11-16",True
"Dan","Apple",17,3,2016,"NJ",213,"2016-03-17",False
"Mia","Fish",29,5,2018,"PA",748,"2018-05-29",False
"Wally","Fish",7,3,2020,"CT",412,"2020-03-07",False
"Claire","Eggs",9,8,2020,"NY",498,"2020-08-09",True
"Emily","Fish",27,6,2018,"NJ",452,"2018-06-27",False
"Helen","Cherry",16,6,2018,"NJ",156,"2018-06-16",True
"Mia","Grapes",11,12,2017,"NY",278,"2017-12-11",True
"Helen","Butter",5,5,2018,"NY",137,"2018-05-05",False
"Emily","Eggs",20,3,2019,"NJ",142,"2019-03-20",True
"Emily","Butter",7,12,2019,"NJ",145,"2019-12-07",True
"Boo","Ice",1,6,2019,"NY",582,"2019-06-01",False
"Chae","Dates",25,1,2018,"CT",418,"2018-01-25",False
"Mia","Fish",19,5,2020,"CT",768,"2020-05-19",True
"Helen","Cherry",17,3,2018,"NJ",372,"2018-03-17",False
"Claire","Fish",20,10,2020,"NY",583,"2020-10-20",False
"Dan","Dates",19,8,2016,"PA",323,"2016-08-19",False
"Dan","Eggs",15,3,2020,"CT",955,"2020-03-15",True
"Wally","Eggs",29,12,2018,"NJ",879,"2018-12-29",False
"Sam","Ham",27,2,2019,"PA",334,"2019-02-27",True
"Sam","Fish",17,6,2020,"CT",594,"2020-06-17",True
"Helen","Jelly",5,6,2019,"NJ",907,"2019-06-05",False
"Chae","Dates",24,8,2018,"PA",119,"2018-08-24",True
